'Elapsed time','FHR','UC'
87.500,141.000,4.000
87.750,141.000,3.500
88.000,141.250,3.000
88.250,141.250,3.000
88.500,140.750,3.000
88.750,140.750,2.000
89.000,142.000,2.500
89.250,143.000,3.000
89.500,143.000,3.500
89.750,143.000,5.000
90.000,143.000,4.000
90.250,144.000,2.500
90.500,145.000,2.500
90.750,145.000,2.500
91.000,146.000,3.500
91.250,145.750,3.500
91.500,145.750,4.000
91.750,146.000,4.000
92.000,146.000,4.000
92.250,147.000,3.500
92.500,147.750,3.500
92.750,147.750,3.000
93.000,147.750,4.000
93.250,148.750,4.000
93.500,148.750,4.000
93.750,150.000,5.000
94.000,150.000,4.500
94.250,149.250,4.500
94.500,151.000,4.500
94.750,151.000,5.000
95.000,151.000,6.000
95.250,151.250,6.500
95.500,151.250,7.000
95.750,152.000,6.000
96.000,152.000,6.000
96.250,152.500,6.000
96.500,152.500,7.000
96.750,152.500,7.500
97.000,154.000,6.500
97.250,154.000,7.500
97.500,153.000,8.000
97.750,153.000,8.500
98.000,154.500,9.000
98.250,156.750,8.500
98.500,157.000,8.500
98.750,157.000,9.000
99.000,153.000,10.500
99.250,153.000,11.000
99.500,154.500,11.500
99.750,154.500,11.500
100.000,155.000,13.500
100.250,155.000,12.500
100.500,154.750,12.000
100.750,155.000,12.000
101.000,155.000,13.500
101.250,155.500,15.500
101.500,154.000,16.000
101.750,154.000,15.000
102.000,154.250,13.500
102.250,155.500,13.500
102.500,155.500,13.000
102.750,155.250,14.500
103.000,153.750,16.500
103.250,153.750,14.500
103.500,153.250,13.500
103.750,152.750,13.500
104.000,152.750,13.000
104.250,151.750,13.000
104.500,151.250,13.500
104.750,151.250,15.500
105.000,149.750,15.500
105.250,149.750,14.500
105.500,150.000,14.000
105.750,150.000,12.500
106.000,150.500,12.000
106.250,149.000,13.500
106.500,149.000,13.500
106.750,148.000,14.000
107.000,148.000,13.000
107.250,147.750,12.000
107.500,149.750,13.000
107.750,148.250,12.000
108.000,148.250,14.000
108.250,149.750,16.000
108.500,150.250,17.000
108.750,150.250,18.000
109.000,151.000,19.000
109.250,150.750,23.000
109.500,150.750,22.500
109.750,151.000,26.000
110.000,151.750,27.500
110.250,151.750,25.000
110.500,151.750,27.000
110.750,151.750,29.500
111.000,151.750,27.500
111.250,151.750,27.000
111.500,152.000,28.000
111.750,151.750,23.000
112.000,151.750,22.000
112.250,154.250,21.000
112.500,156.250,20.000
112.750,156.000,18.500
113.000,156.000,19.000
113.250,154.250,19.500
113.500,154.750,18.500
113.750,154.750,17.500
114.000,154.750,17.500
114.250,154.750,17.000
114.500,154.750,17.000
114.750,154.750,18.500
115.000,155.000,17.000
115.250,155.000,16.000
115.500,155.000,16.000
115.750,156.750,16.000
116.000,156.750,15.500
116.250,163.750,15.500
116.500,164.250,14.500
116.750,163.250,16.000
117.000,163.250,14.500
117.250,160.750,14.500
117.500,160.000,15.000
117.750,160.000,15.500
118.000,159.250,16.500
118.250,159.000,16.000
118.500,159.000,16.000
118.750,159.000,16.000
119.000,158.750,17.500
119.250,158.750,18.500
119.500,158.750,20.000
119.750,158.750,20.500
120.000,159.000,21.500
120.250,158.750,21.500
120.500,158.750,22.000
120.750,158.500,22.500
121.000,159.000,24.500
121.250,159.000,25.500
121.500,158.000,26.000
121.750,157.000,25.500
122.000,157.250,27.000
122.250,157.250,28.500
122.500,156.750,29.000
122.750,156.750,29.000
123.000,156.750,31.000
123.250,157.000,30.500
123.500,157.000,29.500
123.750,156.250,29.500
124.000,156.000,29.500
124.250,156.000,31.000
124.500,156.000,30.500
124.750,154.250,33.000
125.000,154.250,34.500
125.250,155.000,32.500
125.500,155.000,34.000
125.750,154.250,35.000
126.000,154.500,34.500
126.250,154.500,35.500
126.500,154.250,37.500
126.750,155.250,39.000
127.000,155.250,39.000
127.250,154.250,40.000
127.500,154.500,42.000
127.750,154.500,42.500
128.000,153.000,42.000
128.250,153.000,45.000
128.500,152.000,45.000
128.750,153.000,45.000
129.000,153.000,47.000
129.250,152.750,49.000
129.500,151.500,51.000
129.750,151.500,51.500
130.000,152.750,54.500
130.250,153.750,50.000
130.500,153.750,50.000
130.750,151.250,51.500
131.000,151.250,53.000
131.250,151.250,53.500
131.500,151.250,52.500
131.750,151.250,52.000
132.000,151.250,48.500
132.250,151.500,49.500
132.500,159.000,50.500
132.750,159.000,51.500
133.000,157.750,50.000
133.250,157.750,49.500
133.500,158.500,48.500
133.750,157.250,51.500
134.000,157.250,50.500
134.250,157.000,48.500
134.500,157.000,49.500
134.750,157.000,47.000
135.000,156.750,49.500
135.250,156.000,49.000
135.500,156.000,49.000
135.750,155.750,49.500
136.000,155.750,48.000
136.250,155.250,45.500
136.500,155.250,51.000
136.750,155.250,47.000
137.000,151.000,48.500
137.250,149.250,47.500
137.500,149.250,42.500
137.750,147.250,48.000
138.000,145.500,45.500
138.250,145.500,45.500
138.500,144.250,47.500
138.750,144.250,45.500
139.000,141.000,45.500
139.250,139.500,46.500
139.500,139.500,46.500
139.750,138.250,48.000
140.000,138.250,47.000
140.250,136.250,48.500
140.500,136.250,47.500
140.750,134.250,49.000
141.000,132.250,48.500
141.250,132.250,50.000
141.500,130.250,47.500
141.750,130.250,43.500
142.000,127.000,46.500
142.250,127.000,51.000
142.500,125.250,50.500
142.750,125.250,49.500
143.000,124.500,45.000
143.250,124.500,47.000
143.500,123.500,46.500
143.750,123.500,47.500
144.000,123.500,46.000
144.250,123.500,45.000
144.500,124.000,45.500
144.750,124.000,43.500
145.000,124.500,43.000
145.250,124.500,44.000
145.500,125.000,46.500
145.750,125.000,48.500
146.000,124.750,44.000
146.250,124.750,43.000
146.500,124.000,44.500
146.750,124.000,43.000
147.000,124.000,46.500
147.250,124.000,47.000
147.500,123.000,45.500
147.750,123.000,46.000
148.000,123.000,45.500
148.250,123.000,46.500
148.500,123.000,49.000
148.750,123.000,49.500
149.000,120.750,46.500
149.250,120.750,44.500
149.500,119.000,45.000
149.750,119.000,45.500
150.000,118.750,41.500
150.250,118.750,42.500
150.500,120.250,45.500
150.750,120.250,44.500
151.000,120.250,43.500
151.250,120.250,39.000
151.500,120.000,40.500
151.750,120.000,40.000
152.000,120.250,40.500
152.250,120.250,41.000
152.500,120.250,40.500
152.750,120.250,41.000
153.000,116.500,40.000
153.250,116.500,41.000
153.500,116.500,41.000
153.750,116.500,41.000
154.000,116.500,40.000
154.250,116.500,40.000
154.500,116.250,39.000
154.750,116.250,39.000
155.000,116.500,39.500
155.250,116.500,40.000
155.500,123.000,39.500
155.750,121.750,38.500
156.000,121.750,37.500
156.250,121.500,37.000
156.500,121.500,37.000
156.750,121.750,36.000
157.000,121.750,37.000
157.250,121.250,36.000
157.500,121.250,35.000
157.750,121.750,34.000
158.000,121.750,34.500
158.250,122.000,34.000
158.500,122.000,34.500
158.750,123.000,35.000
159.000,123.000,32.500
159.250,123.500,32.500
159.500,123.500,31.500
159.750,124.750,31.000
160.000,124.750,30.500
160.250,128.000,30.500
160.500,128.000,29.000
160.750,130.750,28.500
161.000,131.000,29.000
161.250,131.000,29.000
161.500,131.500,28.500
161.750,131.500,27.000
162.000,131.000,27.000
162.250,131.000,26.500
162.500,131.250,26.500
162.750,131.250,26.000
163.000,131.500,26.000
163.250,131.500,26.500
163.500,132.000,26.000
163.750,132.000,27.000
164.000,132.000,25.000
164.250,130.750,24.000
164.500,130.750,23.500
164.750,131.000,23.000
165.000,131.000,24.000
165.250,131.500,23.000
165.500,131.500,23.000
165.750,132.000,22.500
166.000,132.000,24.000
166.250,133.500,23.000
166.500,133.000,22.000
166.750,133.000,21.500
167.000,132.500,20.500
167.250,132.500,20.000
167.500,134.250,20.000
167.750,134.250,19.000
168.000,132.500,18.500
168.250,132.500,19.000
168.500,132.000,18.500
168.750,132.000,18.500
169.000,130.750,18.000
169.250,131.000,18.000
169.500,131.000,18.000
169.750,130.750,17.500
170.000,130.750,17.500
170.250,130.750,17.000
170.500,130.750,17.000
170.750,130.000,16.500
171.000,130.000,16.000
171.250,132.000,15.500
171.500,134.000,16.000
171.750,134.000,15.000
172.000,135.250,15.000
172.250,135.250,16.000
172.500,135.000,14.500
172.750,135.000,15.500
173.000,137.500,16.000
173.250,137.250,17.000
173.500,137.250,17.500
173.750,136.750,18.500
174.000,136.750,19.000
174.250,138.000,19.500
174.500,138.000,20.000
174.750,137.250,19.500
175.000,139.500,20.000
175.250,139.500,20.000
175.500,138.500,20.500
175.750,138.500,21.000
176.000,138.500,20.000
176.250,138.500,20.000
176.500,137.750,19.500
176.750,136.750,20.000
177.000,136.750,19.500
177.250,136.250,19.500
177.500,136.250,19.000
177.750,136.750,19.000
178.000,136.750,19.000
178.250,137.250,19.000
178.500,137.250,19.000
178.750,137.250,19.000
179.000,137.000,19.500
179.250,137.000,18.500
179.500,137.000,19.000
179.750,137.000,18.500
180.000,136.750,18.500
180.250,136.500,18.000
180.500,136.500,17.500
180.750,138.000,18.000
181.000,138.000,18.500
181.250,138.500,19.000
181.500,138.500,19.000
181.750,138.500,18.500
182.000,138.500,16.500
182.250,138.500,16.000
182.500,139.000,16.500
182.750,139.000,17.000
183.000,138.750,16.000
183.250,139.500,15.000
183.500,139.500,15.000
183.750,139.500,15.000
184.000,139.500,15.000
184.250,138.250,14.500
184.500,138.250,13.500
184.750,138.000,13.500
185.000,137.250,13.500
185.250,137.250,13.500
185.500,136.750,13.000
185.750,136.750,13.000
186.000,137.750,12.500
186.250,137.750,12.500
186.500,138.500,12.500
186.750,139.000,12.000
187.000,139.000,12.000
187.250,140.000,11.500
187.500,140.000,12.000
187.750,140.500,11.500
188.000,140.750,11.500
188.250,140.750,11.500
188.500,140.500,11.000
188.750,140.500,11.000
189.000,138.750,10.500
189.250,138.750,11.000
189.500,138.750,10.500
189.750,139.500,10.500
190.000,139.500,10.500
190.250,140.750,10.000
190.500,140.750,10.500
190.750,140.750,10.500
191.000,140.750,12.000
191.250,140.750,14.000
191.500,140.750,11.000
191.750,140.750,13.000
192.000,140.750,12.000
192.250,140.750,11.500
192.500,141.000,11.500
192.750,141.000,12.500
193.000,144.500,13.000
193.250,146.250,13.500
193.500,146.250,13.500
193.750,146.500,13.000
194.000,146.500,13.000
194.250,146.500,13.000
194.500,146.250,12.000
194.750,146.250,12.500
195.000,146.750,12.500
195.250,146.750,13.000
195.500,147.000,12.500
195.750,147.000,12.000
196.000,147.000,11.500
196.250,145.500,11.500
196.500,145.500,10.500
196.750,143.750,9.500
197.000,143.000,10.000
197.250,143.000,10.500
197.500,140.750,14.000
197.750,140.750,9.500
198.000,141.500,11.500
198.250,141.500,10.000
198.500,140.750,10.000
198.750,140.750,10.000
199.000,140.750,10.000
199.250,140.250,10.000
199.500,139.250,9.500
199.750,139.250,9.500
200.000,137.750,9.500
200.250,137.750,9.500
200.500,136.500,9.500
200.750,136.250,9.000
201.000,136.250,9.000
201.250,135.000,8.500
201.500,135.000,9.000
201.750,135.000,8.500
202.000,136.500,9.000
202.250,136.500,9.500
202.500,138.250,9.500
202.750,138.250,9.500
203.000,137.750,9.500
203.250,137.750,9.500
203.500,137.500,9.000
203.750,137.500,9.500
204.000,137.500,9.500
204.250,136.250,9.500
204.500,136.250,10.000
204.750,136.250,9.500
205.000,136.250,15.000
205.250,136.250,11.500
205.500,136.250,9.500
205.750,136.250,10.500
206.000,136.500,10.000
206.250,136.500,10.000
206.500,136.500,10.500
206.750,136.500,10.000
207.000,139.500,10.000
207.250,140.000,10.000
207.500,140.000,9.500
207.750,140.750,10.000
208.000,140.750,9.500
208.250,141.250,9.500
208.500,140.750,9.500
208.750,140.750,11.000
209.000,140.750,11.000
209.250,140.750,10.500
209.500,140.500,10.500
209.750,140.500,10.500
210.000,139.250,10.000
210.250,138.500,10.500
210.500,138.500,10.000
210.750,137.750,10.500
211.000,137.750,10.000
211.250,136.750,10.000
211.500,136.750,10.000
211.750,135.750,9.500
212.000,135.000,9.500
212.250,135.000,9.500
212.500,133.500,9.000
212.750,133.500,9.500
213.000,134.000,9.000
213.250,134.000,9.000
213.500,134.250,9.000
213.750,134.250,8.500
214.000,135.000,9.000
214.250,134.750,8.500
214.500,134.750,8.500
214.750,135.750,8.500
215.000,135.750,8.000
215.250,136.500,8.500
215.500,137.000,8.000
215.750,137.000,8.000
216.000,138.500,8.500
216.250,138.500,8.000
216.500,139.250,8.000
216.750,139.250,8.500
217.000,139.250,8.000
217.250,139.000,8.000
217.500,139.000,8.000
217.750,139.500,8.000
218.000,139.500,8.000
218.250,138.500,8.000
218.500,138.500,8.000
218.750,139.250,8.000
219.000,139.000,9.500
219.250,139.000,11.500
219.500,139.000,11.000
219.750,139.000,10.000
220.000,141.000,10.000
220.250,140.500,10.000
220.500,140.500,9.500
220.750,140.750,9.500
221.000,140.750,9.000
221.250,142.250,9.000
221.500,141.750,9.000
221.750,141.750,9.000
222.000,143.500,9.000
222.250,143.500,9.000
222.500,143.250,9.000
222.750,142.750,8.000
223.000,142.750,8.500
223.250,142.250,9.000
223.500,142.250,9.000
223.750,141.000,8.500
224.000,141.000,9.000
224.250,141.750,9.000
224.500,141.000,9.000
224.750,141.000,9.500
225.000,140.250,9.500
225.250,140.250,9.500
225.500,139.500,9.500
225.750,139.500,9.500
226.000,139.500,9.500
226.250,139.000,9.500
226.500,139.000,9.500
226.750,138.000,10.000
227.000,138.000,10.000
227.250,138.000,10.000
227.500,139.250,10.000
227.750,139.250,10.000
228.000,139.250,10.500
228.250,139.250,10.000
228.500,138.500,10.500
228.750,138.500,11.000
229.000,139.250,11.000
229.250,139.250,11.000
229.500,139.250,10.500
229.750,137.500,11.000
230.000,137.500,11.000
230.250,136.750,11.000
230.500,136.750,11.000
230.750,138.000,11.500
231.000,138.500,12.500
231.250,138.500,12.000
231.500,140.000,12.000
231.750,140.000,11.500
232.000,139.500,11.500
232.250,139.500,11.500
232.500,139.500,11.500
232.750,139.250,12.000
233.000,139.250,11.500
233.250,139.250,11.500
233.500,139.250,11.500
233.750,137.750,11.000
234.000,137.500,11.500
234.250,137.500,11.000
234.500,136.500,11.000
234.750,136.500,11.500
235.000,135.250,11.000
235.250,135.250,11.500
235.500,134.500,11.000
235.750,134.250,11.500
236.000,134.250,11.500
236.250,133.500,11.500
236.500,133.500,12.000
236.750,133.500,11.500
237.000,133.500,12.000
237.250,133.750,11.500
237.500,133.750,12.000
237.750,133.250,12.000
238.000,133.250,12.000
238.250,131.500,12.000
238.500,133.000,12.000
238.750,133.000,12.500
239.000,132.750,12.500
239.250,132.750,12.500
239.500,132.500,12.500
239.750,132.500,12.500
240.000,132.750,13.000
240.250,132.750,13.000
240.500,132.250,13.000
240.750,133.500,13.000
241.000,133.500,13.000
241.250,133.750,13.500
241.500,133.750,13.500
241.750,133.500,13.500
242.000,133.500,13.500
242.250,135.000,13.500
242.500,134.000,14.000
242.750,134.000,14.000
243.000,134.500,14.000
243.250,134.500,14.500
243.500,134.500,15.000
243.750,134.500,14.000
244.000,133.250,12.500
244.250,133.250,11.500
244.500,133.750,11.000
244.750,134.250,11.500
245.000,134.250,10.500
245.250,135.000,11.500
245.500,135.000,12.000
245.750,134.750,12.000
246.000,134.750,11.000
246.250,134.500,11.500
246.500,134.500,11.500
246.750,134.000,12.000
247.000,133.750,12.500
247.250,133.750,14.000
247.500,133.500,14.000
247.750,133.500,14.500
248.000,133.000,15.000
248.250,133.000,14.500
248.500,132.000,15.500
248.750,132.000,16.000
249.000,132.000,17.500
249.250,132.750,17.500
249.500,132.750,17.000
249.750,132.750,17.500
250.000,132.750,17.500
250.250,134.750,18.000
250.500,134.750,18.000
250.750,136.000,18.000
251.000,137.000,19.000
251.250,137.000,18.500
251.500,137.250,19.000
251.750,137.250,19.000
252.000,139.000,19.500
252.250,139.000,23.500
252.500,138.500,28.000
252.750,139.750,23.500
253.000,139.750,18.500
253.250,137.500,22.000
253.500,136.750,23.000
253.750,136.750,23.500
254.000,136.750,24.000
254.250,137.000,25.500
254.500,135.250,25.500
254.750,135.250,26.000
255.000,134.250,28.000
255.250,134.250,28.000
255.500,132.000,28.000
255.750,132.000,28.500
256.000,129.750,30.500
256.250,129.750,30.000
256.500,130.750,30.500
256.750,130.000,32.500
257.000,130.000,33.000
257.250,130.250,33.500
257.500,130.250,34.000
257.750,131.000,35.000
258.000,131.000,35.000
258.250,132.750,34.500
258.500,132.750,36.000
258.750,132.750,36.500
259.000,133.250,36.500
259.250,133.250,37.000
259.500,134.500,37.500
259.750,134.500,38.000
260.000,134.750,37.500
260.250,134.750,38.000
260.500,135.000,38.000
260.750,135.000,38.500
261.000,135.250,36.500
261.250,134.250,36.500
261.500,134.250,37.500
261.750,132.750,35.500
262.000,132.750,37.500
262.250,131.500,34.500
262.500,131.500,31.000
262.750,132.750,31.000
263.000,132.750,30.500
263.250,132.250,30.500
263.500,132.250,31.500
263.750,132.750,32.500
264.000,131.500,30.000
264.250,131.500,31.000
264.500,131.500,29.500
264.750,131.500,28.500
265.000,132.250,28.500
265.250,132.000,29.500
265.500,132.000,30.500
265.750,132.000,30.500
266.000,132.250,30.500
266.250,132.500,31.000
266.500,132.500,30.000
266.750,132.750,31.500
267.000,132.750,30.500
267.250,132.000,32.000
267.500,132.000,33.500
267.750,132.000,33.500
268.000,132.000,34.500
268.250,132.000,34.000
268.500,133.500,34.000
268.750,133.500,34.000
269.000,132.750,35.500
269.250,132.750,35.000
269.500,135.250,33.000
269.750,135.250,31.000
270.000,136.250,30.500
270.250,136.250,30.500
270.500,136.750,31.000
270.750,136.750,31.000
271.000,136.750,31.000
271.250,137.250,29.500
271.500,137.250,29.000
271.750,138.500,28.500
272.000,137.750,28.500
272.250,137.750,27.500
272.500,134.500,27.000
272.750,134.500,27.000
273.000,135.000,26.500
273.250,135.000,26.500
273.500,133.500,27.500
273.750,133.500,25.500
274.000,134.000,27.000
274.250,134.000,25.500
274.500,132.750,24.000
274.750,132.750,23.500
275.000,132.750,23.000
275.250,133.500,23.500
275.500,133.500,22.500
275.750,133.250,20.500
276.000,133.250,21.000
276.250,134.250,21.500
276.500,137.000,20.000
276.750,137.000,19.500
277.000,137.750,18.500
277.250,137.750,18.500
277.500,138.000,18.000
277.750,138.000,17.500
278.000,139.250,17.000
278.250,139.500,17.000
278.500,139.500,17.000
278.750,139.750,15.500
279.000,139.750,15.500
279.250,140.750,15.000
279.500,141.000,14.500
279.750,141.000,15.000
280.000,142.750,14.500
280.250,142.750,13.500
280.500,142.500,13.500
280.750,142.500,13.000
281.000,141.250,13.000
281.250,141.500,12.500
281.500,141.500,12.500
281.750,143.000,13.000
282.000,143.000,12.000
282.250,143.250,12.000
282.500,142.000,11.500
282.750,142.000,11.500
283.000,142.500,11.500
283.250,142.500,11.000
283.500,143.250,11.000
283.750,143.500,11.000
284.000,143.500,11.000
284.250,143.000,11.000
284.500,143.000,10.500
284.750,143.250,10.500
285.000,143.750,12.000
285.250,143.750,11.500
285.500,145.250,11.500
285.750,145.250,11.500
286.000,145.250,11.000
286.250,146.250,11.500
286.500,146.250,12.000
286.750,146.500,12.000
287.000,147.000,11.500
287.250,147.000,11.000
287.500,147.250,12.000
287.750,147.250,12.000
288.000,147.750,12.000
288.250,148.500,12.000
288.500,148.500,11.500
288.750,149.000,11.500
289.000,149.000,11.500
289.250,149.000,11.000
289.500,149.750,11.000
289.750,149.750,11.500
290.000,150.000,11.000
290.250,150.250,11.000
